Username,Repo_name,Stars,Url,Issues,Pull_Requests,Forks,Topics
mrdoob,three.js,7900,https://github.com/mrdoob/three.js,338,138,30600,3D
libgdx,libgdx,19600,https://github.com/libgdx/libgdx,164,61,6300,3D
pmndrs,react-three-fiber,16800,https://github.com/pmndrs/react-three-fiber,18,4,908,3D
BabylonJS,Babylon.js,15900,https://github.com/BabylonJS/Babylon.js,72,11,2700,3D
aframevr,aframe,13800,https://github.com/aframevr/aframe,310,39,3300,3D
ssloy,tinyrenderer,12100,https://github.com/ssloy/tinyrenderer,26,0,1200,3D
lettier,3d-game-shaders-for-beginners,12100,https://github.com/lettier/3d-game-shaders-for-beginners,13,0,907,3D
FreeCAD,FreeCAD,10700,https://github.com/FreeCAD/FreeCAD,734,67,2600,3D
metafizzy,zdog,900,https://github.com/metafizzy/zdog,38,6,350,3D
CesiumGS,cesium,8300,https://github.com/CesiumGS/cesium,1200,28,2700,3D
timzhang642,3D-Machine-Learning,7600,https://github.com/timzhang642/3D-Machine-Learning,16,2,1600,3D
a1studmuffin,SpaceshipGenerator,700,https://github.com/a1studmuffin/SpaceshipGenerator,5,5,387,3D
isl-org,Open3D,6100,https://github.com/isl-org/Open3D,326,26,1500,3D
domlysz,BlenderGIS,4800,https://github.com/domlysz/BlenderGIS,133,11,875,3D
spritejs,spritejs,4800,https://github.com/spritejs/spritejs,60,2,306,3D
blender,blender,4700,https://github.com/blender/blender,NA,0,836,3D
openscad,openscad,4600,https://github.com/openscad/openscad,628,86,965,3D
tensorspace-team,tensorspace,4600,https://github.com/tensorspace-team/tensorspace,22,0,404,3D
jagenjo,webglstudio.js,4600,https://github.com/jagenjo/webglstudio.js,32,1,520,3D
YadiraF,PRNet,4500,https://github.com/YadiraF/PRNet,155,5,912,3D
AaronJackson,vrn,4400,https://github.com/AaronJackson/vrn,5,0,745,3D
ssloy,tinyraytracer,400,https://github.com/ssloy/tinyraytracer,9,1,246,3D
google,model-viewer,400,https://github.com/google/model-viewer,98,9,472,3D
mosra,magnum,3800,https://github.com/mosra/magnum,56,24,378,3D
gfxfundamentals,webgl-fundamentals,3400,https://github.com/gfxfundamentals/webgl-fundamentals,29,5,514,3D
FyroxEngine,Fyrox,3400,https://github.com/FyroxEngine/Fyrox,53,4,138,3D
cleardusk,3DDFA,3200,https://github.com/cleardusk/3DDFA,49,1,617,3D
tengbao,vanta,3200,https://github.com/tengbao/vanta,32,13,940,3D
jasonlong,isometric-contributions,3100,https://github.com/jasonlong/isometric-contributions,0,0,160,3D
cnr-isti-vclab,meshlab,2700,https://github.com/cnr-isti-vclab/meshlab,102,2,605,3D
metafizzy,infinite-scroll,700,https://github.com/metafizzy/infinite-scroll,37,0,1800,Ajax
ljianshu,Blog,6900,https://github.com/ljianshu/Blog,65,17,1100,Ajax
developit,unfetch,5300,https://github.com/developit/unfetch,16,13,209,Ajax
jquery-form,form,5100,https://github.com/jquery-form/form,17,4,2200,Ajax
olifolkerd,tabulator,4400,https://github.com/olifolkerd/tabulator,93,9,606,Ajax
Studio-42,elFinder,4200,https://github.com/Studio-42/elFinder,42,3,1400,Ajax
ded,reqwest,2900,https://github.com/ded/reqwest,83,24,354,Ajax
dwyl,learn-to-send-email-via-google-script-html-no-server,2800,https://github.com/dwyl/learn-to-send-email-via-google-script-html-no-server,9,1,836,Ajax
LeaVerou,bliss,2400,https://github.com/LeaVerou/bliss,26,6,110,Ajax
elbywan,wretch,2300,https://github.com/elbywan/wretch,5,0,62,Ajax
noelboss,featherlight,200,https://github.com/noelboss/featherlight,79,15,310,Ajax
wendux,Ajax-hook,200,https://github.com/wendux/Ajax-hook,39,4,408,Ajax
yisainan,web-interview,1900,https://github.com/yisainan/web-interview,1100,0,443,Ajax
craftpip,jquery-confirm,1800,https://github.com/craftpip/jquery-confirm,174,3,517,Ajax
ptaoussanis,sente,1600,https://github.com/ptaoussanis/sente,36,5,184,Ajax
joaomilho,Enterprise,1500,https://github.com/joaomilho/Enterprise,32,2,43,Ajax
nette,tracy,1500,https://github.com/nette/tracy,27,14,203,Ajax
u014427391,jeeplatform,1300,https://github.com/u014427391/jeeplatform,5,6,575,Ajax
loadingio,css-spinner,1300,https://github.com/loadingio/css-spinner,1,2,194,Ajax
MoOx,pjax,1200,https://github.com/MoOx/pjax,34,10,126,Ajax
codingforentrepreneurs,eCommerce,1200,https://github.com/codingforentrepreneurs/eCommerce,18,2,749,Ajax
danielm,uploader,1100,https://github.com/danielm/uploader,45,6,394,Ajax
renderedtext,render_async,100,https://github.com/renderedtext/render_async,9,0,75,Ajax
swlib,saber,942,https://github.com/swlib/saber,20,0,118,Ajax
proyecto26,RestClient,864,https://github.com/proyecto26/RestClient,14,1,129,Ajax
webcreate,infinite-ajax-scroll,843,https://github.com/webcreate/infinite-ajax-scroll,5,1,352,Ajax
opensource-socialnetwork,opensource-socialnetwork,842,https://github.com/opensource-socialnetwork/opensource-socialnetwork,14,1,452,Ajax
k8w,tsrpc,820,https://github.com/k8w/tsrpc,1,0,113,Ajax
rapidjs,rapid.js,709,https://github.com/rapidjs/rapid.js,10,3,39,Ajax
csxiaoyaojianxian,JavaScriptStudy,595,https://github.com/csxiaoyaojianxian/JavaScriptStudy,0,47,188,Ajax
jwasham,coding-interview-university,20900,https://github.com/jwasham/coding-interview-university,35,8,56500,Algorithm
CyC2018,CS-Notes,14600,https://github.com/CyC2018/CS-Notes,99,49,46600,Algorithm
trekhleb,javascript-algorithms,13500,https://github.com/trekhleb/javascript-algorithms,90,136,22200,Algorithm
TheAlgorithms,Python,12900,https://github.com/TheAlgorithms/Python,23,212,34200,Algorithm
yangshun,tech-interview-handbook,65900,https://github.com/yangshun/tech-interview-handbook,7,0,9100,Algorithm
kdn251,interviews,56200,https://github.com/kdn251/interviews,29,74,11900,Algorithm
azl397985856,leetcode,46500,https://github.com/azl397985856/leetcode,6,5,8700,Algorithm
TheAlgorithms,Java,44300,https://github.com/TheAlgorithms/Java,8,9,14500,Algorithm
algorithm-visualizer,algorithm-visualizer,36300,https://github.com/algorithm-visualizer/algorithm-visualizer,19,17,5900,Algorithm
crossoverJie,JCSprout,26600,https://github.com/crossoverJie/JCSprout,31,10,7100,Algorithm
donnemartin,interactive-coding-challenges,24700,https://github.com/donnemartin/interactive-coding-challenges,33,34,400,Algorithm
halfrost,LeetCode-Go,23300,https://github.com/halfrost/LeetCode-Go,11,2,4300,Algorithm
youngyangyang04,leetcode-master,22400,https://github.com/youngyangyang04/leetcode-master,63,34,5800,Algorithm
huihut,interview,22200,https://github.com/huihut/interview,4,2,6200,Algorithm
keon,algorithms,20400,https://github.com/keon/algorithms,53,129,4200,Algorithm
trekhleb,homemade-machine-learning,18900,https://github.com/trekhleb/homemade-machine-learning,9,12,3500,Algorithm
TheAlgorithms,C-Plus-Plus,1800,https://github.com/TheAlgorithms/C-Plus-Plus,9,59,4900,Algorithm
TheAlgorithms,Javascript,17400,https://github.com/TheAlgorithms/Javascript,5,18,300,Algorithm
mxgmn,WaveFunctionCollapse,17300,https://github.com/mxgmn/WaveFunctionCollapse,0,1,912,Algorithm
AtsushiSakai,PythonRobotics,14400,https://github.com/AtsushiSakai/PythonRobotics,10,3,4700,Algorithm
greyireland,algorithm-pattern,13200,https://github.com/greyireland/algorithm-pattern,23,1,2400,Algorithm
OpenGenus,cosmos,1300,https://github.com/OpenGenus/cosmos,966,1500,3400,Algorithm
williamfiset,Algorithms,11900,https://github.com/williamfiset/Algorithms,52,23,3200,Algorithm
halfrost,Halfrost-Field,10600,https://github.com/halfrost/Halfrost-Field,2,2,1700,Algorithm
apachecn,apachecn-algo-zh,10500,https://github.com/apachecn/apachecn-algo-zh,3,0,2200,Algorithm
lnishan,awesome-competitive-programming,9400,https://github.com/lnishan/awesome-competitive-programming,5,12,2300,Algorithm
Blankj,awesome-java-leetcode,8300,https://github.com/Blankj/awesome-java-leetcode,5,10,1700,Algorithm
jeffgerickson,algorithms,7400,https://github.com/jeffgerickson/algorithms,114,1,990,Algorithm
mgechev,javascript-algorithms,7100,https://github.com/mgechev/javascript-algorithms,5,2,1200,Algorithm
LeetCode-OpenSource,vscode-leetcode,7100,https://github.com/LeetCode-OpenSource/vscode-leetcode,176,21,522,Algorithm
amphp,amp,3500,https://github.com/amphp/amp,11,3,204,Amp
danog,MadelineProto,1800,https://github.com/danog/MadelineProto,25,1,458,Amp
amphp,http-server,1200,https://github.com/amphp/http-server,3,0,86,Amp
unreal4u,telegram-api,690,https://github.com/unreal4u/telegram-api,11,2,158,Amp
amphp,http-client,598,https://github.com/amphp/http-client,5,0,58,Amp
amphp,parallel,565,https://github.com/amphp/parallel,27,4,48,Amp
php-service-bus,service-bus,315,https://github.com/php-service-bus/service-bus,2,0,20,Amp
amphp,byte-stream,274,https://github.com/amphp/byte-stream,2,3,21,Amp
amphp,mysql,263,https://github.com/amphp/mysql,12,0,48,Amp
amphp,parallel-functions,216,https://github.com/amphp/parallel-functions,1,0,13,Amp
amphp,process,162,https://github.com/amphp/process,3,0,25,Amp
amphp,socket,151,https://github.com/amphp/socket,8,0,33,Amp
amphp,redis,121,https://github.com/amphp/redis,3,1,25,Amp
amphp,dns,109,https://github.com/amphp/dns,9,1,28,Amp
kelunik,acme,106,https://github.com/kelunik/acme,5,0,14,Amp
amphp,websocket-client,97,https://github.com/amphp/websocket-client,5,0,17,Amp
amphp,sync,99,https://github.com/amphp/sync,0,0,8,Amp
PeeHaa,mailgrab,91,https://github.com/PeeHaa/mailgrab,7,0,2,Amp
amphp,websocket-server,74,https://github.com/amphp/websocket-server,2,0,12,Amp
amphp,file,70,https://github.com/amphp/file,5,5,19,Amp
jolicode,asynit,68,https://github.com/jolicode/asynit,4,2,8,Amp
amphp,cache,65,https://github.com/amphp/cache,0,1,15,Amp
amphp,postgres,63,https://github.com/amphp/postgres,6,2,15,Amp
amphp,serialization,64,https://github.com/amphp/serialization,0,0,1,Amp
amphp,windows-registry,60,https://github.com/amphp/windows-registry,0,0,3,Amp
amphp,hpack,59,https://github.com/amphp/hpack,0,0,6,Amp
amphp,beanstalk,56,https://github.com/amphp/beanstalk,3,1,19,Amp
phpinnacle,ridge,45,https://github.com/phpinnacle/ridge,2,0,7,Amp
amphp,aerys,42,https://github.com/amphp/aerys,NA,1,7,Amp
amphp,cluster,41,https://github.com/amphp/cluster,2,0,4,Amp
flutter,flutter,13600,https://github.com/flutter/flutter,5000,172,20700,Android
justjavac,free-programming-books-zh_CN,87300,https://github.com/justjavac/free-programming-books-zh_CN,NA,24,2500,Android
Genymobile,scrcpy,61200,https://github.com/Genymobile/scrcpy,889,32,6500,Android
Hack-with-Github,Awesome-Hacking,49300,https://github.com/Hack-with-Github/Awesome-Hacking,NA,5,7700,Android
google,material-design-icons,4500,https://github.com/google/material-design-icons,199,14,9100,Android
wasabeef,awesome-android-ui,42100,https://github.com/wasabeef/awesome-android-ui,2,10,10100,Android
square,okhttp,41600,https://github.com/square/okhttp,127,9,8800,Android
android,architecture-samples,40200,https://github.com/android/architecture-samples,131,64,1100,Android
square,retrofit,39500,https://github.com/square/retrofit,129,28,7100,Android
Solido,awesome-flutter,39400,https://github.com/Solido/awesome-flutter,NA,37,5800,Android
PhilJay,MPAndroidChart,34600,https://github.com/PhilJay/MPAndroidChart,1900,124,8600,Android
fastlane,fastlane,34100,https://github.com/fastlane/fastlane,119,64,5100,Android
airbnb,lottie-android,32400,https://github.com/airbnb/lottie-android,16,1,5200,Android
shadowsocks,shadowsocks-android,32300,https://github.com/shadowsocks/shadowsocks-android,25,2,11600,Android
bumptech,glide,32200,https://github.com/bumptech/glide,321,15,5900,Android
Trinea,android-open-project,30800,https://github.com/Trinea/android-open-project,12,15,12100,Android
Blankj,AndroidUtilCode,30400,https://github.com/Blankj/AndroidUtilCode,150,4,10100,Android
xitu,gold-miner,30100,https://github.com/xitu/gold-miner,25,19,4800,Android
bilibili,ijkplayer,3000,https://github.com/bilibili/ijkplayer,2700,59,7700,Android
skylot,jadx,2900,https://github.com/skylot/jadx,204,1,3600,Android
zxing,zxing,2900,https://github.com/zxing/zxing,6,1,9200,Android
laurent22,joplin,28100,https://github.com/laurent22/joplin,316,15,3200,Android
codepath,android_guides,27700,https://github.com/codepath/android_guides,155,3,6500,Android
square,leakcanary,27200,https://github.com/square/leakcanary,82,9,3900,Android
alibaba,fastjson,24100,https://github.com/alibaba/fastjson,1700,134,6400,Android
scwang90,SmartRefreshLayout,23300,https://github.com/scwang90/SmartRefreshLayout,216,2,4800,Android
CymChad,BaseRecyclerViewAdapterHelper,22600,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,439,15,4800,Android
react-native-elements,react-native-elements,2200,https://github.com/react-native-elements/react-native-elements,63,6,4400,Android
google,iosched,21100,https://github.com/google/iosched,41,19,6200,Android
NativeScript,NativeScript,20900,https://github.com/NativeScript/NativeScript,893,37,1600,Android
justjavac,free-programming-books-zh_CN,87300,https://github.com/justjavac/free-programming-books-zh_CN,NA,24,2500,Angular
angular,angular,79600,https://github.com/angular/angular,1600,98,20900,Angular
storybookjs,storybook,68700,https://github.com/storybookjs/storybook,1600,108,7100,Angular
leonardomso,33-js-concepts,46600,https://github.com/leonardomso/33-js-concepts,7,5,6200,Angular
ionic-team,ionic-framework,46300,https://github.com/ionic-team/ionic-framework,628,63,13600,Angular
prettier,prettier,41900,https://github.com/prettier/prettier,807,201,3200,Angular
SheetJS,sheetjs,2900,https://github.com/SheetJS/sheetjs,65,14,7400,Angular
angular,angular-cli,25200,https://github.com/angular/angular-cli,260,20,12100,Angular
angular,components,22500,https://github.com/angular/components,1700,323,600,Angular
NativeScript,NativeScript,20900,https://github.com/NativeScript/NativeScript,893,37,1600,Angular
jhipster,generator-jhipster,19300,https://github.com/jhipster/generator-jhipster,250,17,3800,Angular
pubkey,rxdb,1700,https://github.com/pubkey/rxdb,2,6,822,Angular
handsontable,handsontable,16200,https://github.com/handsontable/handsontable,812,23,2700,Angular
teambit,bit,14700,https://github.com/teambit/bit,179,32,814,Angular
goldbergyoni,javascript-testing-best-practices,14500,https://github.com/goldbergyoni/javascript-testing-best-practices,29,4,1200,Angular
sweetalert2,sweetalert2,14200,https://github.com/sweetalert2/sweetalert2,9,1,1400,Angular
linnovate,mean,12100,https://github.com/linnovate/mean,8,26,3600,Angular
codesandbox,codesandbox-client,11200,https://github.com/codesandbox/codesandbox-client,200,54,1900,Angular
nrwl,nx,10700,https://github.com/nrwl/nx,489,42,100,Angular
PatrickJS,angular-starter,10400,https://github.com/PatrickJS/angular-starter,2,2,5100,Angular
Chocobozzz,PeerTube,10300,https://github.com/Chocobozzz/PeerTube,358,5,1100,Angular
angular,protractor,8800,https://github.com/angular/protractor,611,67,2400,Angular
OnsenUI,OnsenUI,8500,https://github.com/OnsenUI/OnsenUI,161,13,999,Angular
dotansimha,graphql-code-generator,8300,https://github.com/dotansimha/graphql-code-generator,322,38,923,Angular
PatrickJS,awesome-angular,8200,https://github.com/PatrickJS/awesome-angular,0,8,1200,Angular
text-mask,text-mask,8100,https://github.com/text-mask/text-mask,253,48,824,Angular
sudheerj,javascript-interview-questions,8100,https://github.com/sudheerj/javascript-interview-questions,3,1,2400,Angular
NG-ZORRO,ng-zorro-antd,800,https://github.com/NG-ZORRO/ng-zorro-antd,512,101,300,Angular
ag-grid,ag-grid,800,https://github.com/ag-grid/ag-grid,50,1,1400,Angular
ng-bootstrap,ng-bootstrap,7900,https://github.com/ng-bootstrap/ng-bootstrap,330,58,1500,Angular
ansible,ansible,52100,https://github.com/ansible/ansible,1000,444,21600,Ansible
trailofbits,algo,24600,https://github.com/trailofbits/algo,102,11,200,Ansible
StreisandEffect,streisand,22600,https://github.com/StreisandEffect/streisand,211,29,200,Ansible
bregman-arie,devops-exercises,21200,https://github.com/bregman-arie/devops-exercises,12,5,4400,Ansible
kubernetes-sigs,kubespray,11900,https://github.com/kubernetes-sigs/kubespray,106,31,500,Ansible
ansible,awx,10700,https://github.com/ansible/awx,1300,71,2700,Ansible
easzlab,kubeasz,7800,https://github.com/easzlab/kubeasz,361,1,2900,Ansible
geerlingguy,ansible-for-devops,5400,https://github.com/geerlingguy/ansible-for-devops,78,8,2200,Ansible
khuedoan,homelab,5300,https://github.com/khuedoan/homelab,10,0,297,Ansible
ansible-semaphore,semaphore,4700,https://github.com/ansible-semaphore/semaphore,75,2,624,Ansible
rundeck,rundeck,4500,https://github.com/rundeck/rundeck,511,32,817,Ansible
geerlingguy,mac-dev-playbook,4400,https://github.com/geerlingguy/mac-dev-playbook,5,1,1300,Ansible
Tikam02,DevOps-Guide,4300,https://github.com/Tikam02/DevOps-Guide,5,2,704,Ansible
KubeOperator,KubeOperator,4200,https://github.com/KubeOperator/KubeOperator,8,0,760,Ansible
clong,DetectionLab,3400,https://github.com/clong/DetectionLab,16,1,739,Ansible
ansible-community,molecule,3300,https://github.com/ansible-community/molecule,36,8,574,Ansible
opendevops-cn,opendevops,300,https://github.com/opendevops-cn/opendevops,47,4,898,Ansible
werf,werf,2900,https://github.com/werf/werf,238,1,146,Ansible
welliamcao,OpsManage,2900,https://github.com/welliamcao/OpsManage,53,22,1500,Ansible
netbootxyz,netboot.xyz,2900,https://github.com/netbootxyz/netboot.xyz,13,0,427,Ansible
MichaelCade,90DaysOfDevOps,2800,https://github.com/MichaelCade/90DaysOfDevOps,6,3,253,Ansible
ansible-community,ansible-lint,2700,https://github.com/ansible-community/ansible-lint,70,11,440,Ansible
dev-sec,ansible-collection-hardening,2600,https://github.com/dev-sec/ansible-collection-hardening,22,3,522,Ansible
alixaxel,chrome-aws-lambda,2600,https://github.com/alixaxel/chrome-aws-lambda,37,4,191,Ansible
litmuschaos,litmus,2500,https://github.com/litmuschaos/litmus,230,27,455,Ansible
roots,trellis,2300,https://github.com/roots/trellis,38,10,592,Ansible
ansistrano,deploy,2200,https://github.com/ansistrano/deploy,3,1,317,Ansible
openshift,openshift-ansible,200,https://github.com/openshift/openshift-ansible,9,5,2300,Ansible
fboender,ansible-cmdb,200,https://github.com/fboender/ansible-cmdb,25,13,425,Ansible
pytest-dev,pytest-testinfra,200,https://github.com/pytest-dev/pytest-testinfra,102,13,293,Ansible
public-apis,public-apis,18000,https://github.com/public-apis/public-apis,3,9,20800,API
neovim,neovim,50800,https://github.com/neovim/neovim,1200,350,3700,API
strapi,strapi,43100,https://github.com/strapi/strapi,502,73,5200,API
tiangolo,fastapi,41700,https://github.com/tiangolo/fastapi,919,464,3200,API
hoppscotch,hoppscotch,36300,https://github.com/hoppscotch/hoppscotch,42,5,2600,API
slatedocs,slate,33700,https://github.com/slatedocs/slate,33,0,21200,API
hasura,graphql-engine,25500,https://github.com/hasura/graphql-engine,1600,211,2200,API
YMFE,yapi,23500,https://github.com/YMFE/yapi,1300,38,4100,API
ccxt,ccxt,23300,https://github.com/ccxt/ccxt,508,159,5700,API
Binaryify,NeteaseCloudMusicApi,22800,https://github.com/Binaryify/NeteaseCloudMusicApi,89,14,7100,API
encode,django-rest-framework,22800,https://github.com/encode/django-rest-framework,110,115,600,API
littlecodersh,ItChat,2200,https://github.com/littlecodersh/ItChat,232,14,5200,API
paularmstrong,normalizr,20800,https://github.com/paularmstrong/normalizr,22,16,852,API
FallibleInc,security-guide-for-developers,20100,https://github.com/FallibleInc/security-guide-for-developers,8,11,1500,API
Kong,insomnia,19600,https://github.com/Kong/insomnia,527,64,1200,API
microsoft,api-guidelines,18500,https://github.com/microsoft/api-guidelines,67,22,2200,API
pubkey,rxdb,1700,https://github.com/pubkey/rxdb,2,6,822,API
shieldfy,API-Security-Checklist,16700,https://github.com/shieldfy/API-Security-Checklist,11,4,200,API
directus,directus,13800,https://github.com/directus/directus,153,115,1600,API
